bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.random();  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	add	sum  +=  Math.random();	sum  +=  Math.abs(a);  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	13	2
53	[BUG]  [BUGGY]  sum  +=  data  *  a;  [CE]  bad  operand  types  for  binary  operator  '*'  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  data  *  a;  [BUGGY]  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	sum  +=  data  *  a;	sum  +=  a  *  a;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '*'	5	None	replace
54	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  a  /  a;  [BUGGY]  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	add	sum  +=  a  /  a;	sum  +=  a  *  a;  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	5	2
55	[BUG]  [BUGGY]  sum  +=  a  /  a;  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  a  /  a;  [BUGGY]  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	sum  +=  a  /  a;	sum  +=  a  *  a;  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	5	2	replace
55	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    [BUGGY]  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	add	  	sum  +=  a  *  a;  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	5	2
56	[BUG]  [BUGGY]    [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    [BUGGY]  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	  	sum  +=  a  *  a;  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	5	2	replace
61	[BUG]  [BUGGY]    sum  +=  DataUtilities.doubleValue(data,  a);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  DataUtilities.doubleValue(data,  a);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  DataUtilities.doubleValue(data,  a);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
62	[BUG]  [BUGGY]    sum  =  Math.sqrt(data[a]);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  =  Math.sqrt(data[a]);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  =  Math.sqrt(data[a]);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
63	[BUG]  [BUGGY]    sum  +=  DataUtilities.doubleValue(data);  [CE]  cannot  find  symbol  DataUtilities  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  DataUtilities.doubleValue(data);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  DataUtilities.doubleValue(data);		non-compiled	[CE]  cannot  find  symbol  DataUtilities	8	None	add
64	[BUG]  [BUGGY]    sum  =  Math.sqrt(data,  a);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  =  Math.sqrt(data,  a);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  =  Math.sqrt(data,  a);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
65	[BUG]  [BUGGY]    sum  +=  DataUtilities.getNorm(a);  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  DataUtilities.getNorm(a);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  DataUtilities.getNorm(a);		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
71	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.sqrt(a);  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	add	    sum  +=  Math.sqrt(a);		compilable	  [FE]  AssertionFailedError  testBasicFunctions	14	2
72	[BUG]  [BUGGY]    sum  +=  Math.sqrt(a);  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  Math.sqrt(a);  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	    sum  +=  Math.sqrt(a);		compilable	  [FE]  AssertionFailedError  testBasicFunctions	14	2	add
74	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  -=  Math.random();  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	add	    sum  -=  Math.random();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	14	2
75	[BUG]  [BUGGY]    sum  -=  Math.random();  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  -=  Math.random();  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	    sum  -=  Math.random();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	14	2	add
75	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  =  Math.random();  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	add	    sum  =  Math.random();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	14	2
76	[BUG]  [BUGGY]    sum  =  Math.random();  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  =  Math.random();  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	    sum  =  Math.random();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	14	2	add
81	[BUG]  [BUGGY]  for(double  a  :  data.length)  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]  for(double  a  :  data.length)  {  [BUGGY]  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	for(double  a  :  data.length)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	19	None	replace
82	[BUG]  [BUGGY]  for(double  a  :  0)  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]  for(double  a  :  0)  {  [BUGGY]  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	for(double  a  :  0)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	19	None	replace
83	[BUG]  [BUGGY]  for(double  a  :  1)  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]  for(double  a  :  1)  {  [BUGGY]  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	for(double  a  :  1)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	19	None	replace
85	[BUG]  [BUGGY]    [CE]  illegal  start  of  type  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]    [BUGGY]  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	  	for  (double  a  :  data)  {  	non-compiled	[CE]  illegal  start  of  type	19	None	replace
91	[BUG]  [BUGGY]    double[]  data  =  getDataItemCount();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    double[]  data  =  getDataItemCount();  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    double[]  data  =  getDataItemCount();		non-compiled	[CE]  cannot  find  symbol	12	None	add
92	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    double[]  data  =  getDataRef();  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	add	    double[]  data  =  getDataRef();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	12	2
93	[BUG]  [BUGGY]    double[]  data  =  getDataRef();  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    double[]  data  =  getDataRef();  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    double[]  data  =  getDataRef();		compilable	  [FE]  AssertionFailedError  testBasicFunctions	12	2	add
93	[BUG]  [BUGGY]    double[]  data  =  this.data.get(0);  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    double[]  data  =  this.data.get(0);  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    double[]  data  =  this.data.get(0);		non-compiled	[CE]  cannot  find  symbol	12	None	add
94	[BUG]  [BUGGY]    double[]  data  =  getDataRef().toL1();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    double[]  data  =  getDataRef().toL1();  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    double[]  data  =  getDataRef().toL1();		non-compiled	[CE]  cannot  find  symbol	12	None	add
95	[BUG]  [BUGGY]    double[]  data  =  getDataItemCount()  /  2.0;  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]    double[]  data  =  getDataItemCount()  /  2.0;  [BUGGY]  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	    double[]  data  =  getDataItemCount()  /  2.0;		non-compiled	[CE]  cannot  find  symbol	12	None	add
101	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getLInfNorm()  {  [BUGGY]  double  max  =  1;  [BUGGY]  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	719	719	2	add	double  max  =  1;	double  max  =  0;  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	17	2
102	[BUG]  [BUGGY]  double  max  =  1;  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getLInfNorm()  {  [BUGGY]  double  max  =  1;  [BUGGY]  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	719	719	2	replace	double  max  =  1;	double  max  =  0;  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	17	2	replace
103	[BUG]  [BUGGY]  double  max  =(data  <  null)?  0  :  data.length;  [CE]  bad  operand  types  for  binary  operator  '<'  [CONTEXT]  public  double  getLInfNorm()  {  [BUGGY]  double  max  =(data  <  null)?  0  :  data.length;  [BUGGY]  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	719	719	2	replace	double  max  =(data  <  null)?  0  :  data.length;	double  max  =  0;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '<'	17	None	replace
