bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]  int  pos  =  token.lastIndexOf( "= ");  [BUGGY]  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	add	int  pos  =  token.lastIndexOf( "= ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	5	1
52	[BUG]  [BUGGY]  String  optName  =  token.substring(0,  pos):  token.substring(1,  pos);  [CE]  ';'  expected  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  [BUGGY]  String  optName  =  token.substring(0,  pos):  token.substring(1,  pos);  [BUGGY]  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	309	309	1	replace	String  optName  =  token.substring(0,  pos):  token.substring(1,  pos);	String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  	non-compiled	[CE]  ';'  expected	7	None	replace
54	[BUG]  [BUGGY]  String  optName  =  token.substring(pos):  token.substring(1,  pos);  [CE]  ';'  expected  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  [BUGGY]  String  optName  =  token.substring(pos):  token.substring(1,  pos);  [BUGGY]  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	309	309	1	replace	String  optName  =  token.substring(pos):  token.substring(1,  pos);	String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  	non-compiled	[CE]  ';'  expected	7	None	replace
55	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  optName  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  [BUGGY]    [BUGGY]  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	309	309	1	replace	  	String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  	non-compiled	[CE]  cannot  find  symbol  optName	7	None	replace
61	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]  currentOption  =  options.getOption(token);  [BUGGY]  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	add	currentOption  =  options.getOption(token);	currentOption  =  null;  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	3	1
62	[BUG]  [BUGGY]  currentOption  =  options.getOption(token);  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]  currentOption  =  options.getOption(token);  [BUGGY]  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	replace	currentOption  =  options.getOption(token);	currentOption  =  null;  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	3	1	replace
62	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]  currentOption  =  options.getOption(currentToken);  [BUGGY]  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	add	currentOption  =  options.getOption(currentToken);	currentOption  =  null;  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	3	1
63	[BUG]  [BUGGY]  currentOption  =  options.getOption(currentToken);  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]  currentOption  =  options.getOption(currentToken);  [BUGGY]  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	replace	currentOption  =  options.getOption(currentToken);	currentOption  =  null;  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	3	1	replace
63	[BUG]  [BUGGY]  currentOption  =  option;  [CE]  cannot  find  symbol  option  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]  currentOption  =  option;  [BUGGY]  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	replace	currentOption  =  option;	currentOption  =  null;  	non-compiled	[CE]  cannot  find  symbol  option	3	None	replace
64	[BUG]  [BUGGY]  currentOption  =  options.getOption(value);  [CE]  cannot  find  symbol  value  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]  currentOption  =  options.getOption(value);  [BUGGY]  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	replace	currentOption  =  options.getOption(value);	currentOption  =  null;  	non-compiled	[CE]  cannot  find  symbol  value	3	None	replace
71	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]    token  =  token.substring(pos  +  1);  [BUGGY]  if  (!options.getMatchingOptions(t).isEmpty())  {  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	add	    token  =  token.substring(pos  +  1);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	16	1
72	[BUG]  [BUGGY]    token  =  token.substring(pos  +  1);  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]    token  =  token.substring(pos  +  1);  [BUGGY]  if  (!options.getMatchingOptions(t).isEmpty())  {  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	replace	    token  =  token.substring(pos  +  1);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	16	1	add
72	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]    token  =  token.substring(pos  +  1,  t.length());  [BUGGY]  if  (!options.getMatchingOptions(t).isEmpty())  {  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	add	    token  =  token.substring(pos  +  1,  t.length());		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	16	1
73	[BUG]  [BUGGY]    token  =  token.substring(pos  +  1,  t.length());  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]    token  =  token.substring(pos  +  1,  t.length());  [BUGGY]  if  (!options.getMatchingOptions(t).isEmpty())  {  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	replace	    token  =  token.substring(pos  +  1,  t.length());		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	16	1	add
73	[BUG]  [BUGGY]    token  =  token.substring(pos,  t);  [CE]  no  suitable  method  found  for  substring(int,String)  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]    token  =  token.substring(pos,  t);  [BUGGY]  if  (!options.getMatchingOptions(t).isEmpty())  {  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	replace	    token  =  token.substring(pos,  t);		non-compiled	[CE]  no  suitable  method  found  for  substring(int,String)	16	None	add
75	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]    pos  =  token.indexOf( "- ");  [BUGGY]  if  (!options.getMatchingOptions(t).isEmpty())  {  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	add	    pos  =  token.indexOf( "- ");		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	16	1
76	[BUG]  [BUGGY]    pos  =  token.indexOf( "- ");  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]    pos  =  token.indexOf( "- ");  [BUGGY]  if  (!options.getMatchingOptions(t).isEmpty())  {  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	replace	    pos  =  token.indexOf( "- ");		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	16	1	add
81	[BUG]  [BUGGY]  String  t  =  token.length  ==  -1?  token  :  token.substring(0,  pos);  [CE]  cannot  find  symbol  length  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  [BUGGY]  String  t  =  token.length  ==  -1?  token  :  token.substring(0,  pos);  [BUGGY]    if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	327	327	1	replace	String  t  =  token.length  ==  -1?  token  :  token.substring(0,  pos);	String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  	non-compiled	[CE]  cannot  find  symbol  length	13	None	replace
