bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter  [CONTEXT]  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }    [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	361	361	2	add	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  StringIndexOutOfBoundsException  testForgottenImaginaryCharacter	12	2
224	[BUG]  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_FIELD_NAMES);  [CE]  call  to  this  must  be  first  statement  in  constructor  [CONTEXT]  public  ComplexFormat()  {  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_FIELD_NAMES);  [BUGGY]  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	59	59	2	replace	    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_FIELD_NAMES);		non-compiled	[CE]  call  to  this  must  be  first  statement  in  constructor	8	None	add
225	[BUG]  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_NUMBER_FORMAT);  [CE]  call  to  this  must  be  first  statement  in  constructor  [CONTEXT]  public  ComplexFormat()  {  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_NUMBER_FORMAT);  [BUGGY]  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	59	59	2	replace	    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_NUMBER_FORMAT);		non-compiled	[CE]  call  to  this  must  be  first  statement  in  constructor	8	None	add
245	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  return  null;  [CE]  unreachable  statement  [CONTEXT]    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);    [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  return  null;  [BUGGY]  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	364	364	2	replace	    parseAndIgnoreWhitespace(source,  pos);  return  null;		non-compiled	[CE]  unreachable  statement	14	None	add
261	[BUG]  [BUGGY]    Preconditions.checkNotNull(DEFAULT_IMAGINARY_CHARACTER);  [CE]  cannot  find  symbol  Preconditions  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    Preconditions.checkNotNull(DEFAULT_IMAGINARY_CHARACTER);  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    Preconditions.checkNotNull(DEFAULT_IMAGINARY_CHARACTER);		non-compiled	[CE]  cannot  find  symbol  Preconditions	10	None	add
262	[BUG]  [BUGGY]    if(imaginaryCharacter!=  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  return  getImaginaryNumberFormat(DeFAULT_IMAGINARY_CHARACTER);  }  [CE]  illegal  start  of  expression  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    if(imaginaryCharacter!=  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  return  getImaginaryNumberFormat(DeFAULT_IMAGINARY_CHARACTER);  }  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    if(imaginaryCharacter!=  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  return  getImaginaryNumberFormat(DeFAULT_IMAGINARY_CHARACTER);  }		non-compiled	[CE]  illegal  start  of  expression	10	None	add
263	[BUG]  [BUGGY]    if(imaginaryCharacter  ==  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  return  getImaginaryNumberFormat(DeFAULT_IMAGINARY_CHARACTER);  }  [CE]  illegal  start  of  expression  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    if(imaginaryCharacter  ==  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  return  getImaginaryNumberFormat(DeFAULT_IMAGINARY_CHARACTER);  }  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    if(imaginaryCharacter  ==  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  return  getImaginaryNumberFormat(DeFAULT_IMAGINARY_CHARACTER);  }		non-compiled	[CE]  illegal  start  of  expression	10	None	add
264	[BUG]  [BUGGY]    if(imaginaryCharacter!=  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    if(imaginaryCharacter!=  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    if(imaginaryCharacter!=  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  throw  new  IllegalArgumentException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	10	None	add
265	[BUG]  [BUGGY]    if(imaginaryCharacter  ==  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  private  static  NumberFormat  getDefaultNumberFormat()  {  [BUGGY]    if(imaginaryCharacter  ==  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  getDefaultNumberFormat(Locale.getDefault());  }  [CLASS]  ComplexFormat  [METHOD]  getDefaultNumberFormat  [RETURN_TYPE]  NumberFormat  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  format  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	237	237	2	replace	    if(imaginaryCharacter  ==  null)  {  if(getImaginaryCharacter().equals(DEFAULT_IMAGINARY_CHARACTER))  {  throw  new  IllegalArgumentException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	10	None	add
282	[BUG]  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_IMAGINARY_CHARACTER);  [CE]  no  suitable  constructor  found  for  ComplexFormat(String,String)  [CONTEXT]  public  ComplexFormat()  {  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_IMAGINARY_CHARACTER);  [BUGGY]  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	58	58	2	replace	    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_IMAGINARY_CHARACTER);		non-compiled	[CE]  no  suitable  constructor  found  for  ComplexFormat(String,String)	6	None	add
284	[BUG]  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_IMAGINARY_FORMAT);  [CE]  cannot  find  symbol  DEFAULT_IMAGINARY_FORMAT  [CONTEXT]  public  ComplexFormat()  {  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_IMAGINARY_FORMAT);  [BUGGY]  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	58	58	2	replace	    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_IMAGINARY_FORMAT);		non-compiled	[CE]  cannot  find  symbol  DEFAULT_IMAGINARY_FORMAT	6	None	add
285	[BUG]  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_FIELD_NAMES);  [CE]  cannot  find  symbol  DEFAULT_FIELD_NAMES  [CONTEXT]  public  ComplexFormat()  {  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_FIELD_NAMES);  [BUGGY]  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	58	58	2	replace	    this(DEFAULT_IMAGINARY_CHARACTER,  DEFAULT_FIELD_NAMES);		non-compiled	[CE]  cannot  find  symbol  DEFAULT_FIELD_NAMES	6	None	add
304	[BUG]  [BUGGY]    pos.setIndex(initialIndex);  return  null;  [CE]  unreachable  statement  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]    pos.setIndex(initialIndex);  return  null;  [BUGGY]  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	replace	    pos.setIndex(initialIndex);  return  null;		non-compiled	[CE]  unreachable  statement	16	None	add
305	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testForgottenImaginaryCharacter  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	add	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  AssertionFailedError  testForgottenImaginaryCharacter	16	2
306	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [FE]  AssertionFailedError  testForgottenImaginaryCharacter  [CONTEXT]  pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  startIndex  =  pos.getIndex();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	365	365	2	replace	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  AssertionFailedError  testForgottenImaginaryCharacter	16	2	add
321	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testForgottenImaginaryCharacter  [CONTEXT]  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  startIndex  =  pos.getIndex();  int  endIndex  =  startIndex  +  n;  if  (  source.substring(startIndex,  endIndex).compareTo(  getImaginaryCharacter())  !=  0)  {    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	375	375	2	add	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  AssertionFailedError  testForgottenImaginaryCharacter	20	2
322	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [FE]  AssertionFailedError  testForgottenImaginaryCharacter  [CONTEXT]  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  [BUGGY]    parseAndIgnoreWhitespace(source,  pos);  [BUGGY]  startIndex  =  pos.getIndex();  int  endIndex  =  startIndex  +  n;  if  (  source.substring(startIndex,  endIndex).compareTo(  getImaginaryCharacter())  !=  0)  {    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	375	375	2	replace	    parseAndIgnoreWhitespace(source,  pos);		compilable	  [FE]  AssertionFailedError  testForgottenImaginaryCharacter	20	2	add
324	[BUG]  [BUGGY]    pos.setCharacter(im.toCharArray());  [CE]  cannot  find  symbol  [CONTEXT]  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  [BUGGY]    pos.setCharacter(im.toCharArray());  [BUGGY]  startIndex  =  pos.getIndex();  int  endIndex  =  startIndex  +  n;  if  (  source.substring(startIndex,  endIndex).compareTo(  getImaginaryCharacter())  !=  0)  {    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	375	375	2	replace	    pos.setCharacter(im.toCharArray());		non-compiled	[CE]  cannot  find  symbol	20	None	add
341	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  [CE]  cannot  find  symbol  endIndex  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	replace	    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);		non-compiled	[CE]  cannot  find  symbol  endIndex	2	None	add
343	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setIndex(initialIndex);  [CE]  cannot  find  symbol  endIndex  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setIndex(initialIndex);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	replace	    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setIndex(initialIndex);		non-compiled	[CE]  cannot  find  symbol  endIndex	2	None	add
344	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setIndex(startIndex);  [CE]  cannot  find  symbol  endIndex  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setIndex(startIndex);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	replace	    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setIndex(startIndex);		non-compiled	[CE]  cannot  find  symbol  endIndex	2	None	add
345	[BUG]  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setErrorIndex(startIndex);  [CE]  cannot  find  symbol  endIndex  [CONTEXT]  int  sign  =  0;  switch  (c)  {  case  0  :    return  new  Complex(re.doubleValue(),  0.0);  case  '-'  :  sign  =  -1;  break;  case  '+'  :  [BUGGY]    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setErrorIndex(startIndex);  [BUGGY]  sign  =  1;  break;  default  :    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.3779644730092272	349	349	2	replace	    parseAndIgnoreWhitespace(source,  startIndex,  endIndex);  pos.setErrorIndex(startIndex);		non-compiled	[CE]  cannot  find  symbol  endIndex	2	None	add
3	[BUG]  [BUGGY]    parseAndIgnoreImaginaryCharacter(source,  pos);  [CE]  cannot  find  symbol  [CONTEXT]    pos.setIndex(initialIndex);  pos.setErrorIndex(startIndex);  return  null;  }  parseAndIgnoreWhitespace(source,  pos);    [BUGGY]    parseAndIgnoreImaginaryCharacter(source,  pos);  [BUGGY]  Number  im  =  parseNumber(source,  getRealFormat(),  pos);  if  (im  ==  null)  {    pos.setIndex(initialIndex);  return  null;  }  int  n  =  getImaginaryCharacter().length();  [CLASS]  ComplexFormat  [METHOD]  parse  [RETURN_TYPE]  Complex  String  source  ParsePosition  pos  [VARIABLES]  boolean  Number  im  re  char  c  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  source  long  serialVersionUID  int  endIndex  initialIndex  n  sign  startIndex  NumberFormat  f  format  imaginaryFormat  nf  realFormat  ParsePosition  pos  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.2886751345948129	364	364	2	replace	    parseAndIgnoreImaginaryCharacter(source,  pos);		non-compiled	[CE]  cannot  find  symbol	14	None	add
63	[BUG]  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  NumberFormat.getInstance());  [CE]  call  to  this  must  be  first  statement  in  constructor  [CONTEXT]  public  ComplexFormat()  {  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  NumberFormat.getInstance());  [BUGGY]  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	58	58	2	replace	    this(DEFAULT_IMAGINARY_CHARACTER,  NumberFormat.getInstance());		non-compiled	[CE]  call  to  this  must  be  first  statement  in  constructor	6	None	add
64	[BUG]  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  NumberFormat.getNumberInstance());  [CE]  call  to  this  must  be  first  statement  in  constructor  [CONTEXT]  public  ComplexFormat()  {  [BUGGY]    this(DEFAULT_IMAGINARY_CHARACTER,  NumberFormat.getNumberInstance());  [BUGGY]  this(DEFAULT_IMAGINARY_CHARACTER,  getDefaultNumberFormat());  }  [CLASS]  ComplexFormat  [METHOD]  <init>  [RETURN_TYPE]  ComplexFormat()  [VARIABLES]  String  DEFAULT_IMAGINARY_CHARACTER  imaginaryCharacter  boolean  long  serialVersionUID  NumberFormat  imaginaryFormat  realFormat  	projects/Math101/src/java/org/apache/commons/math/complex/ComplexFormat.java	0.35355339059327373	58	58	2	replace	    this(DEFAULT_IMAGINARY_CHARACTER,  NumberFormat.getNumberInstance());		non-compiled	[CE]  call  to  this  must  be  first  statement  in  constructor	6	None	add
