bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {    [BUGGY]    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum;  [BUGGY]  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	173	173	1	add	    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum;		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	12	1
113	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [BUGGY]    ret  =  Math.exp(-x  *(a  *  Math.log(x))  -  logGamma(a))  *  sum;  [BUGGY]  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  return  ret;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	179	179	1	add	    ret  =  Math.exp(-x  *(a  *  Math.log(x))  -  logGamma(a))  *  sum;		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	18	1
114	[BUG]  [BUGGY]    ret  =  Math.exp(-x  *(a  *  Math.log(x))  -  logGamma(a))  *  sum;  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [BUGGY]    ret  =  Math.exp(-x  *(a  *  Math.log(x))  -  logGamma(a))  *  sum;  [BUGGY]  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  return  ret;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	179	179	1	replace	    ret  =  Math.exp(-x  *(a  *  Math.log(x))  -  logGamma(a))  *  sum;		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	18	1	add
114	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [BUGGY]    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  an;  [BUGGY]  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  return  ret;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	179	179	1	add	    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  an;		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	18	1
115	[BUG]  [BUGGY]    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  an;  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [BUGGY]    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  an;  [BUGGY]  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  return  ret;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	179	179	1	replace	    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  an;		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	18	1	add
115	[BUG]  [BUGGY]    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum);  [CE]  ';'  expected  [CONTEXT]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  [BUGGY]    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum);  [BUGGY]  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  return  ret;  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	179	179	1	replace	    ret  =  Math.exp(-x  +(a  *  Math.log(x))  -  logGamma(a))  *  sum);		non-compiled	[CE]  ';'  expected	18	None	add
121	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]  {  double  ret;  if  (Double.isNaN(a)  ||  Double.isNaN(x)  ||  (a  <=  0.0)  ||  (x  <  0.0))  {  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  [BUGGY]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  [BUGGY]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	162	162	1	add	    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	2	1
122	[BUG]  [BUGGY]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]  {  double  ret;  if  (Double.isNaN(a)  ||  Double.isNaN(x)  ||  (a  <=  0.0)  ||  (x  <  0.0))  {  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  [BUGGY]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  [BUGGY]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	162	162	1	replace	    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);		compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	2	1	add
123	[BUG]  [BUGGY]    ret  =  1.0  -  regularizedGammaQ(x,  epsilon,  maxIterations);  [CE]  no  suitable  method  found  for  regularizedGammaQ(double,double,int)  [CONTEXT]  {  double  ret;  if  (Double.isNaN(a)  ||  Double.isNaN(x)  ||  (a  <=  0.0)  ||  (x  <  0.0))  {  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  [BUGGY]    ret  =  1.0  -  regularizedGammaQ(x,  epsilon,  maxIterations);  [BUGGY]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	162	162	1	replace	    ret  =  1.0  -  regularizedGammaQ(x,  epsilon,  maxIterations);		non-compiled	[CE]  no  suitable  method  found  for  regularizedGammaQ(double,double,int)	2	None	add
124	[BUG]  [BUGGY]    ret  =  RegularizedGammaQ(x,  a,  epsilon,  maxIterations);  [CE]  cannot  find  symbol  [CONTEXT]  {  double  ret;  if  (Double.isNaN(a)  ||  Double.isNaN(x)  ||  (a  <=  0.0)  ||  (x  <  0.0))  {  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  [BUGGY]    ret  =  RegularizedGammaQ(x,  a,  epsilon,  maxIterations);  [BUGGY]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	162	162	1	replace	    ret  =  RegularizedGammaQ(x,  a,  epsilon,  maxIterations);		non-compiled	[CE]  cannot  find  symbol	2	None	add
125	[BUG]  [BUGGY]    ret  =  regularizedGammaQ(x,  epsilon,  maxIterations);  [CE]  no  suitable  method  found  for  regularizedGammaQ(double,double,int)  [CONTEXT]  {  double  ret;  if  (Double.isNaN(a)  ||  Double.isNaN(x)  ||  (a  <=  0.0)  ||  (x  <  0.0))  {  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  [BUGGY]    ret  =  regularizedGammaQ(x,  epsilon,  maxIterations);  [BUGGY]  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	162	162	1	replace	    ret  =  regularizedGammaQ(x,  epsilon,  maxIterations);		non-compiled	[CE]  no  suitable  method  found  for  regularizedGammaQ(double,double,int)	2	None	add
131	[BUG]  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series;  [CE]  illegal  start  of  type  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series;  [BUGGY]  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	double  an  =  1.0  /  a;  //  n-th  element  in  the  series;	double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum    while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  	non-compiled	[CE]  illegal  start  of  type	5	None	replace
132	[BUG]  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;  //  partial  sum  while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  [CE]  illegal  start  of  type  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;  //  partial  sum  while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {  [BUGGY]  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;  //  partial  sum  while(Math.abs(an)>  epsilon  &&  n  <  maxIterations)  {	double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum    while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  	non-compiled	[CE]  illegal  start  of  type	5	None	replace
133	[BUG]  [BUGGY]  double  an  =  1.0  /  n;  //  n-th  element  in  the  series;  [CE]  illegal  start  of  type  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]  double  an  =  1.0  /  n;  //  n-th  element  in  the  series;  [BUGGY]  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	double  an  =  1.0  /  n;  //  n-th  element  in  the  series;	double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum    while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  	non-compiled	[CE]  illegal  start  of  type	5	None	replace
134	[BUG]  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;  //  partial  sum  while(Math.abs(an)>  epsilon  &&  n  >>  maxIterations)  {  [CE]  illegal  start  of  type  [CONTEXT]  ret  =  Double.NaN;  }  else  if  (x  ==  0.0)  {  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  [BUGGY]  double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;  //  partial  sum  while(Math.abs(an)>  epsilon  &&  n  >>  maxIterations)  {  [BUGGY]  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	169	171	1	replace	double  an  =  1.0  /  a;  //  n-th  element  in  the  series.double  an  =  an;  //  partial  sum  while(Math.abs(an)>  epsilon  &&  n  >>  maxIterations)  {	double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum    while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  	non-compiled	[CE]  illegal  start  of  type	5	None	replace
144	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]  an  =  an  *(x  /(a  +  n)-  1);  [BUGGY]    sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	174	174	1	add	an  =  an  *(x  /(a  +  n)-  1);	an  =  an  *  (x  /  (a  +  n));  	compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	13	1
145	[BUG]  [BUGGY]  an  =  an  *(x  /(a  +  n)-  1);  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive  [CONTEXT]    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  [BUGGY]  an  =  an  *(x  /(a  +  n)-  1);  [BUGGY]    sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  ret  =  Math.exp(-x  +  (a  *  Math.log(x))  -  logGamma(a))  *  sum;  }  }  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	174	174	1	replace	an  =  an  *(x  /(a  +  n)-  1);	an  =  an  *  (x  /  (a  +  n));  	compilable	  [FE]  AssertionFailedError  testRegularizedGammaPositivePositive	13	1	replace
151	[BUG]  [BUGGY]    -  regularizedGammaQ(a,  x,  epsilon,  maxIterations));  [CE]  not  a  statement  [CONTEXT]  ret  =  0.0;  }  else  if  (a  >=  1.0  &&  x  >  a)  {    ret  =  1.0  -  regularizedGammaQ(a,  x,  epsilon,  maxIterations);  }  else  {  double  n  =  0.0;  //  current  element  index  double  an  =  1.0  /  a;  //  n-th  element  in  the  series  double  sum  =  an;  //  partial  sum  [BUGGY]    -  regularizedGammaQ(a,  x,  epsilon,  maxIterations));  [BUGGY]  while  (Math.abs(an)  >  epsilon  &&  n  <  maxIterations)  {  n  =  n  +  1.0;  an  =  an  *  (x  /  (a  +  n));  sum  =  sum  +  an;  }  if  (n  >=  maxIterations)  {  throw  new  MaxIterationsExceededException(maxIterations);  }  else  {  [CLASS]  Gamma  1  [METHOD]  regularizedGammaP  [RETURN_TYPE]  double  double  a  double  x  double  epsilon  int  maxIterations  [VARIABLES]  boolean  double[]  lanczos  double  DEFAULT_EPSILON  HALF_LOG_2_PI  a  an  epsilon  g  n  ret  sum  tmp  x  long  serialVersionUID  int  maxIterations  	projects/Math104/src/java/org/apache/commons/math/special/Gamma.java	1.0	171	171	1	replace	    -  regularizedGammaQ(a,  x,  epsilon,  maxIterations));		non-compiled	[CE]  not  a  statement	10	None	add
