bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action3	[BUG]  [BUGGY]  [FE]  NullPointerException  testGetParsedOptionValue  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]  return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;  [BUGGY]  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	add	return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;	return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  	compilable	  [FE]  NullPointerException  testGetParsedOptionValue	15	2
304	[BUG]  [BUGGY]  OptionBuilder.required  =(optionalArg)required;  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]  OptionBuilder.required  =(optionalArg)required;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	OptionBuilder.required  =(optionalArg)required;	OptionBuilder.required  =  true;  	non-compiled	[CE]  cannot  find  symbol	19	None	replace
322	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.getOptions().newInstance();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]    OptionBuilder  instance  =  newType.getOptions().newInstance();  [BUGGY]  OptionBuilder.type  =  newType;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	    OptionBuilder  instance  =  newType.getOptions().newInstance();		non-compiled	[CE]  cannot  find  symbol	2	None	add
324	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.getOptions();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]    OptionBuilder  instance  =  newType.getOptions();  [BUGGY]  OptionBuilder.type  =  newType;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	    OptionBuilder  instance  =  newType.getOptions();		non-compiled	[CE]  cannot  find  symbol	2	None	add
325	[BUG]  [BUGGY]    OptionBuilder  instance  =  withType(newType.getRequired());  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]    OptionBuilder  instance  =  withType(newType.getRequired());  [BUGGY]  OptionBuilder.type  =  newType;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	    OptionBuilder  instance  =  withType(newType.getRequired());		non-compiled	[CE]  cannot  find  symbol	2	None	add
341	[BUG]  [BUGGY]    OptionBuilder  instance  =  getOptions().iterator().next();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  getOptions().iterator().next();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  getOptions().iterator().next();		non-compiled	[CE]  cannot  find  symbol	20	None	add
342	[BUG]  [BUGGY]    OptionBuilder  instance  =  getOptions().iterator().isRequired();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  getOptions().iterator().isRequired();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  getOptions().iterator().isRequired();		non-compiled	[CE]  cannot  find  symbol	20	None	add
343	[BUG]  [BUGGY]    OptionBuilder  instance  =  getDefaultOptionBuilder();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  getDefaultOptionBuilder();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  getDefaultOptionBuilder();		non-compiled	[CE]  cannot  find  symbol	20	None	add
344	[BUG]  [BUGGY]    OptionBuilder  instance  =  getOptions().iterator().hasNext();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  getOptions().iterator().hasNext();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  getOptions().iterator().hasNext();		non-compiled	[CE]  cannot  find  symbol	20	None	add
345	[BUG]  [BUGGY]    OptionBuilder  instance  =  getOptions().newInstance();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  getOptions().newInstance();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  getOptions().newInstance();		non-compiled	[CE]  cannot  find  symbol	20	None	add
361	[BUG]  [BUGGY]    OptionBuilder.instance  =(OptionBuilder)this.argName.clone();  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  [BUGGY]    OptionBuilder.instance  =(OptionBuilder)this.argName.clone();  [BUGGY]  OptionBuilder.numberOfArgs  =  1;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	111	111	2	replace	    OptionBuilder.instance  =(OptionBuilder)this.argName.clone();		non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	8	None	add
362	[BUG]  [BUGGY]    OptionBuilder  instance  =(OptionBuilder)this.argName.clone();  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  [BUGGY]    OptionBuilder  instance  =(OptionBuilder)this.argName.clone();  [BUGGY]  OptionBuilder.numberOfArgs  =  1;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	111	111	2	replace	    OptionBuilder  instance  =(OptionBuilder)this.argName.clone();		non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	8	None	add
363	[BUG]  [BUGGY]    OptionBuilder  instance  =(OptionBuilder)argName.clone();  [CE]  clone()  has  protected  access  in  Object  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  [BUGGY]    OptionBuilder  instance  =(OptionBuilder)argName.clone();  [BUGGY]  OptionBuilder.numberOfArgs  =  1;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	111	111	2	replace	    OptionBuilder  instance  =(OptionBuilder)argName.clone();		non-compiled	[CE]  clone()  has  protected  access  in  Object	8	None	add
364	[BUG]  [BUGGY]    OptionBuilder.hasArg(argName);  [CE]  no  suitable  method  found  for  hasArg(String)  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  [BUGGY]    OptionBuilder.hasArg(argName);  [BUGGY]  OptionBuilder.numberOfArgs  =  1;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	111	111	2	replace	    OptionBuilder.hasArg(argName);		non-compiled	[CE]  no  suitable  method  found  for  hasArg(String)	8	None	add
365	[BUG]  [BUGGY]    OptionBuilder  instance  =(OptionBuilder)optionalArgs.clone();  [CE]  cannot  find  symbol  optionalArgs  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  [BUGGY]    OptionBuilder  instance  =(OptionBuilder)optionalArgs.clone();  [BUGGY]  OptionBuilder.numberOfArgs  =  1;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	111	111	2	replace	    OptionBuilder  instance  =(OptionBuilder)optionalArgs.clone();		non-compiled	[CE]  cannot  find  symbol  optionalArgs	8	None	add
381	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =(newType  ==  type)?  type  :  newType;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	add	OptionBuilder.type  =(newType  ==  type)?  type  :  newType;	OptionBuilder.type  =  newType;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	1	2
382	[BUG]  [BUGGY]  OptionBuilder.type  =(newType  ==  type)?  type  :  newType;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =(newType  ==  type)?  type  :  newType;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	OptionBuilder.type  =(newType  ==  type)?  type  :  newType;	OptionBuilder.type  =  newType;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	1	2	replace
383	[BUG]  [BUGGY]  OptionBuilder.type  =  newType.getRequired();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =  newType.getRequired();  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	OptionBuilder.type  =  newType.getRequired();	OptionBuilder.type  =  newType;  	non-compiled	[CE]  cannot  find  symbol	1	None	replace
384	[BUG]  [BUGGY]  OptionBuilder.type  =  newType  ==  null?  getType()  :  newType;  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =  newType  ==  null?  getType()  :  newType;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	OptionBuilder.type  =  newType  ==  null?  getType()  :  newType;	OptionBuilder.type  =  newType;  	non-compiled	[CE]  cannot  find  symbol	1	None	replace
2	[BUG]  [BUGGY]    OptionBuilder  instance  =(OptionBuilder)enabledByDefault();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =(OptionBuilder)enabledByDefault();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =(OptionBuilder)enabledByDefault();		non-compiled	[CE]  cannot  find  symbol	20	None	add
3	[BUG]  [BUGGY]    OptionBuilder  instance  =  getRequired();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  getRequired();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  getRequired();		non-compiled	[CE]  cannot  find  symbol	20	None	add
5	[BUG]  [BUGGY]    OptionBuilder  instance  =  new  OptionBuilder(getArgs());  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  new  OptionBuilder(getArgs());  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  new  OptionBuilder(getArgs());		non-compiled	[CE]  cannot  find  symbol	20	None	add
32	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =(newType  ==  type)?  newType  :  newType;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	add	OptionBuilder.type  =(newType  ==  type)?  newType  :  newType;	OptionBuilder.type  =  newType;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	1	2
33	[BUG]  [BUGGY]  OptionBuilder.type  =(newType  ==  type)?  newType  :  newType;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =(newType  ==  type)?  newType  :  newType;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	OptionBuilder.type  =(newType  ==  type)?  newType  :  newType;	OptionBuilder.type  =  newType;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	1	2	replace
33	[BUG]  [BUGGY]  OptionBuilder.type  =(newType  ==  type?  this  :  new  Type);  [CE]  '('  or  '['  expected  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  [BUGGY]  OptionBuilder.type  =(newType  ==  type?  this  :  new  Type);  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	292	292	2	replace	OptionBuilder.type  =(newType  ==  type?  this  :  new  Type);	OptionBuilder.type  =  newType;  	non-compiled	[CE]  '('  or  '['  expected	1	None	replace
94	[BUG]  [BUGGY]    int  numberOfArgs  =  this.getValues();  [CE]  incompatible  types  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]    int  numberOfArgs  =  this.getValues();  [BUGGY]  return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	    int  numberOfArgs  =  this.getValues();		non-compiled	[CE]  incompatible  types	16	None	add
95	[BUG]  [BUGGY]    int  numberOfArgs  =  this.values.indexOf(ARG);  [CE]  cannot  find  symbol  ARG  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]    int  numberOfArgs  =  this.values.indexOf(ARG);  [BUGGY]  return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	    int  numberOfArgs  =  this.values.indexOf(ARG);		non-compiled	[CE]  cannot  find  symbol  ARG	16	None	add
121	[BUG]  [BUGGY]    OptionBuilder.argName  =(OptionBuilder)argName.clone();  [CE]  clone()  has  protected  access  in  Object  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.argName  =(OptionBuilder)argName.clone();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.argName  =(OptionBuilder)argName.clone();		non-compiled	[CE]  clone()  has  protected  access  in  Object	10	None	add
122	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.isRequired(required);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	add	    OptionBuilder.isRequired(required);		compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	10	2
123	[BUG]  [BUGGY]    OptionBuilder.isRequired(required);  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.isRequired(required);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.isRequired(required);		compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	10	2	add
124	[BUG]  [BUGGY]    OptionBuilder.argName  =(OptionBuilder)ArgName.class.getSimpleName();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.argName  =(OptionBuilder)ArgName.class.getSimpleName();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.argName  =(OptionBuilder)ArgName.class.getSimpleName();		non-compiled	[CE]  cannot  find  symbol	10	None	add
125	[BUG]  [BUGGY]    OptionBuilder.argName  =(OptionBuilder)argName.get();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.argName  =(OptionBuilder)argName.get();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.argName  =(OptionBuilder)argName.get();		non-compiled	[CE]  cannot  find  symbol	10	None	add
151	[BUG]  [BUGGY]    longOpt  =  getValue(opt.getLongOpt());  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =  getValue(opt.getLongOpt());  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =  getValue(opt.getLongOpt());		non-compiled	[CE]  cannot  find  symbol	12	None	add
155	[BUG]  [BUGGY]    longOpt  =  getValue(opt.getKey());  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =  getValue(opt.getKey());  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =  getValue(opt.getKey());		non-compiled	[CE]  cannot  find  symbol	12	None	add
