bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]  return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	add	return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();	return  0.0;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	1	1
53	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p  ==  0)  {  return  Double.POSITIVE_INFINITY;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]    if(p  ==  0)  {  if(p  ==  0)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	    if(p  ==  0)  {  if(p  ==  0)  {  return  Double.POSITIVE_INFINITY;  }		non-compiled	[CE]  illegal  start  of  expression	20	None	add
54	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p  >  0)  {  return  0;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]    if(p  ==  0)  {  if(p  >  0)  {  return  0;  }  [BUGGY]  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	    if(p  ==  0)  {  if(p  >  0)  {  return  0;  }		non-compiled	[CE]  illegal  start  of  expression	20	None	add
55	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p  ==  0)  {  return  1d;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]    if(p  ==  0)  {  if(p  ==  0)  {  return  1d;  }  [BUGGY]  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	    if(p  ==  0)  {  if(p  ==  0)  {  return  1d;  }		non-compiled	[CE]  illegal  start  of  expression	20	None	add
65	[BUG]  [BUGGY]    [CE]  missing  return  statement  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	  	return  super.inverseCumulativeProbability(p);  	non-compiled	[CE]  missing  return  statement	11	None	replace
71	[BUG]  [BUGGY]    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  throw  new  IllegalArgumentException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
72	[BUG]  [BUGGY]    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  0.0;  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  0.0;  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  0.0;  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
73	[BUG]  [BUGGY]    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  domainLowerBound;  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  domainLowerBound;  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  domainLowerBound;  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
74	[BUG]  [BUGGY]    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom().doubleValue();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  0.0;  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom().doubleValue();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  0.0;  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  >  0.0)  {  double  denominatorDegreesOfFreedom  =  getDenominatorDegreesOfFreedom().doubleValue();  if(denominatorDegreesOfFreedom  >  0.0)  {  return  0.0;  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
75	[BUG]  [BUGGY]    super.getDomainLowerBound(p);  [CE]  abstract  method  getDomainLowerBound(double)  in  AbstractContinuousDistribution  cannot  be  accessed  directly  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    super.getDomainLowerBound(p);  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    super.getDomainLowerBound(p);		non-compiled	[CE]  abstract  method  getDomainLowerBound(double)  in  AbstractContinuousDistribution  cannot  be  accessed  directly	2	None	add
82	[BUG]  [BUGGY]  double  n  =  getNumberDegreesOfFreedom();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]  double  n  =  getNumberDegreesOfFreedom();  [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	double  n  =  getNumberDegreesOfFreedom();	double  n  =  getNumeratorDegreesOfFreedom();  	non-compiled	[CE]  cannot  find  symbol	13	None	replace
85	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  n  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	  	double  n  =  getNumeratorDegreesOfFreedom();  	non-compiled	[CE]  cannot  find  symbol  n	13	None	replace
93	[BUG]  [BUGGY]  timeout  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  d;  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	add	    ret  =  getNumeratorDegreesOfFreedom()  *  d;		compilable	timeout	10	1
94	[BUG]  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  d;  timeout  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom()  *  d;  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    ret  =  getNumeratorDegreesOfFreedom()  *  d;		compilable	timeout	10	1	add
94	[BUG]  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom().doubleValue()  *  p;  [CE]  double  cannot  be  dereferenced  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    ret  =  getNumeratorDegreesOfFreedom().doubleValue()  *  p;  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    ret  =  getNumeratorDegreesOfFreedom().doubleValue()  *  p;		non-compiled	[CE]  double  cannot  be  dereferenced	10	None	add
101	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *  denominatorDegreesOfFreedom;  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	add	return  ret  *  denominatorDegreesOfFreedom;	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1
102	[BUG]  [BUGGY]  return  ret  *  denominatorDegreesOfFreedom;  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *  denominatorDegreesOfFreedom;  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	return  ret  *  denominatorDegreesOfFreedom;	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1	replace
102	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *(numeratorDegreesOfFreedom  -  p);  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	add	return  ret  *(numeratorDegreesOfFreedom  -  p);	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1
103	[BUG]  [BUGGY]  return  ret  *(numeratorDegreesOfFreedom  -  p);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *(numeratorDegreesOfFreedom  -  p);  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	return  ret  *(numeratorDegreesOfFreedom  -  p);	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1	replace
103	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *  getNumeratorDegreesOfFreedom();  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	add	return  ret  *  getNumeratorDegreesOfFreedom();	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1
104	[BUG]  [BUGGY]  return  ret  *  getNumeratorDegreesOfFreedom();  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *  getNumeratorDegreesOfFreedom();  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	return  ret  *  getNumeratorDegreesOfFreedom();	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1	replace
104	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *(numeratorDegreesOfFreedom  /  p);  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	add	return  ret  *(numeratorDegreesOfFreedom  /  p);	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1
105	[BUG]  [BUGGY]  return  ret  *(numeratorDegreesOfFreedom  /  p);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *(numeratorDegreesOfFreedom  /  p);  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	return  ret  *(numeratorDegreesOfFreedom  /  p);	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1	replace
113	[BUG]  [BUGGY]  ret  =  Beta.regularizedBeta((  n  *  x)/  (m  +  n  *  x,  0.5  *  n,  0.5  *  m);  [CE]  ')'  expected  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((  n  *  x)/  (m  +  n  *  x,  0.5  *  n,  0.5  *  m);  [BUGGY]  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	ret  =  Beta.regularizedBeta((  n  *  x)/  (m  +  n  *  x,  0.5  *  n,  0.5  *  m);	ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,    0.5  *  m);  	non-compiled	[CE]  ')'  expected	17	None	replace
