bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]  if(selected  ==  null  ||  option.equals(option.getOpt()))  {  [BUGGY]  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	add	if(selected  ==  null  ||  option.equals(option.getOpt()))  {	if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	1	3
335	[BUG]  [BUGGY]    optionMap.putAll(option.getKey());  [CE]  method  putAll  in  interface  Map  cannot  be  applied  to  given  types;  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    optionMap.putAll(option.getKey());  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	    optionMap.putAll(option.getKey());		non-compiled	[CE]  method  putAll  in  interface  Map  cannot  be  applied  to  given  types;	2	None	add
363	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  [BUGGY]    optionMap.put(selected,  option);  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	106	106	3	add	    optionMap.put(selected,  option);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	6	3
364	[BUG]  [BUGGY]    optionMap.put(selected,  option);  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  [BUGGY]    optionMap.put(selected,  option);  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	106	106	3	replace	    optionMap.put(selected,  option);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	6	3	add
394	[BUG]  [BUGGY]    return(OptionGroup)OptionMap.clone();  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    return(OptionGroup)OptionMap.clone();  [BUGGY]  private  Map  optionMap  =  new  HashMap();  [CLASS]  OptionGroup  [VARIABLES]  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	37	37	3	replace	    return(OptionGroup)OptionMap.clone();		non-compiled	[CE]  illegal  start  of  type	12	None	add
395	[BUG]  [BUGGY]    return  new  HashMap(OptionGroup.Long.getValue(optionMap));  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    return  new  HashMap(OptionGroup.Long.getValue(optionMap));  [BUGGY]  private  Map  optionMap  =  new  HashMap();  [CLASS]  OptionGroup  [VARIABLES]  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	37	37	3	replace	    return  new  HashMap(OptionGroup.Long.getValue(optionMap));		non-compiled	[CE]  illegal  start  of  type	12	None	add
451	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]  if(option  ==  null  ||(option.getOpt()  ==  null))  {  [BUGGY]  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	add	if(option  ==  null  ||(option.getOpt()  ==  null))  {	if  (option  ==  null)  {  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	19	3
452	[BUG]  [BUGGY]  if(option  ==  null  ||(option.getOpt()  ==  null))  {  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]  if(option  ==  null  ||(option.getOpt()  ==  null))  {  [BUGGY]  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	replace	if(option  ==  null  ||(option.getOpt()  ==  null))  {	if  (option  ==  null)  {  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	19	3	replace
453	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]  if(option  ==  null  ||  option.getOpt()  ==  null)  {  [BUGGY]  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	add	if(option  ==  null  ||  option.getOpt()  ==  null)  {	if  (option  ==  null)  {  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	19	3
454	[BUG]  [BUGGY]  if(option  ==  null  ||  option.getOpt()  ==  null)  {  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  void  setSelected(Option  option)  throws  AlreadySelectedException  {  [BUGGY]  if(option  ==  null  ||  option.getOpt()  ==  null)  {  [BUGGY]  {  selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	88	89	3	replace	if(option  ==  null  ||  option.getOpt()  ==  null)  {	if  (option  ==  null)  {  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	19	3	replace
483	[BUG]  [BUGGY]  return(option  ==  null)?  null  :  optionMap.containsKey(option.getValue());  [CE]  incompatible  types  for  ?:  neither  is  a  subtype  of  the  other  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]  return(option  ==  null)?  null  :  optionMap.containsKey(option.getValue());  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	return(option  ==  null)?  null  :  optionMap.containsKey(option.getValue());	return  this;  	non-compiled	[CE]  incompatible  types  for  ?:  neither  is  a  subtype  of  the  other	15	None	replace
484	[BUG]  [BUGGY]  return(option  ==  null)?  this  :  OptionGroup.valueOf(option.getValue());  [CE]  cannot  find  symbol  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]  return(option  ==  null)?  this  :  OptionGroup.valueOf(option.getValue());  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	return(option  ==  null)?  this  :  OptionGroup.valueOf(option.getValue());	return  this;  	non-compiled	[CE]  cannot  find  symbol	15	None	replace
514	[BUG]  [BUGGY]  return(OptionGroup)optionMap.values();  [CE]  incompatible  types  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]  return(OptionGroup)optionMap.values();  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	return(OptionGroup)optionMap.values();	return  optionMap.values();  	non-compiled	[CE]  incompatible  types	17	None	replace
541	[BUG]  [BUGGY]    final  String  selected  =(String)optionMap.get(selected);  [CE]  variable  selected  might  not  have  been  initialized  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    final  String  selected  =(String)optionMap.get(selected);  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    final  String  selected  =(String)optionMap.get(selected);		non-compiled	[CE]  variable  selected  might  not  have  been  initialized	8	None	add
542	[BUG]  [BUGGY]    String  selected  =(String)optionMap.get(selected);  required  =  true;  [CE]  variable  selected  might  not  have  been  initialized  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    String  selected  =(String)optionMap.get(selected);  required  =  true;  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    String  selected  =(String)optionMap.get(selected);  required  =  true;		non-compiled	[CE]  variable  selected  might  not  have  been  initialized	8	None	add
543	[BUG]  [BUGGY]    final  String  selected  =(String)optionMap.get(selected);  required  =  true;  [CE]  variable  selected  might  not  have  been  initialized  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    final  String  selected  =(String)optionMap.get(selected);  required  =  true;  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    final  String  selected  =(String)optionMap.get(selected);  required  =  true;		non-compiled	[CE]  variable  selected  might  not  have  been  initialized	8	None	add
544	[BUG]  [BUGGY]    String  selected  =(String)optionMap.get(selected);  if(selected!=  null)  {  required  =  true;  }  [CE]  variable  selected  might  not  have  been  initialized  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    String  selected  =(String)optionMap.get(selected);  if(selected!=  null)  {  required  =  true;  }  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    String  selected  =(String)optionMap.get(selected);  if(selected!=  null)  {  required  =  true;  }		non-compiled	[CE]  variable  selected  might  not  have  been  initialized	8	None	add
545	[BUG]  [BUGGY]    String  selected  =(String)optionMap.get(selected);  [CE]  variable  selected  might  not  have  been  initialized  [CONTEXT]  public  String  getSelected()  {  [BUGGY]    String  selected  =(String)optionMap.get(selected);  [BUGGY]  return  selected;  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	    String  selected  =(String)optionMap.get(selected);		non-compiled	[CE]  variable  selected  might  not  have  been  initialized	8	None	add
572	[BUG]  [BUGGY]  selected  =  option.select(option.getOpt());  [CE]  cannot  find  symbol  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]  selected  =  option.select(option.getOpt());  [BUGGY]  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	selected  =  option.select(option.getOpt());	selected  =  option.getOpt();  	non-compiled	[CE]  cannot  find  symbol	3	None	replace
574	[BUG]  [BUGGY]  selected  =  option.select(option.getLongOpt());  [CE]  cannot  find  symbol  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]  selected  =  option.select(option.getLongOpt());  [BUGGY]  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	selected  =  option.select(option.getLongOpt());	selected  =  option.getOpt();  	non-compiled	[CE]  cannot  find  symbol	3	None	replace
