bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    result  +=  getCount(v);  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	add	    result  +=  getCount(v);		compilable	  [FE]  AssertionFailedError  testPcts	18	1
361	[BUG]  [BUGGY]    result  =  getCumFreq(new  Long(v));  [CE]  cannot  find  symbol  result  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    result  =  getCumFreq(new  Long(v));  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    result  =  getCumFreq(new  Long(v));		non-compiled	[CE]  cannot  find  symbol  result	10	None	add
362	[BUG]  [BUGGY]    System.arraycopy(sumFreq,  0,  sumFreq,  0,  freqTable.length);  [CE]  cannot  find  symbol  sumFreq  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    System.arraycopy(sumFreq,  0,  sumFreq,  0,  freqTable.length);  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    System.arraycopy(sumFreq,  0,  sumFreq,  0,  freqTable.length);		non-compiled	[CE]  cannot  find  symbol  sumFreq	10	None	add
363	[BUG]  [BUGGY]    result  =  freqTable.get(v);  [CE]  cannot  find  symbol  result  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    result  =  freqTable.get(v);  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    result  =  freqTable.get(v);		non-compiled	[CE]  cannot  find  symbol  result	10	None	add
364	[BUG]  [BUGGY]    result  =  getCumFreq(new  Long(v.longValue()));  [CE]  cannot  find  symbol  result  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    result  =  getCumFreq(new  Long(v.longValue()));  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    result  =  getCumFreq(new  Long(v.longValue()));		non-compiled	[CE]  cannot  find  symbol  result	10	None	add
365	[BUG]  [BUGGY]    System.arraycopy(sumFreq,  0,  v,  0,  sumFreq.length);  [CE]  cannot  find  symbol  sumFreq  [CONTEXT]  public  long  getCumFreq(long  v)  {  [BUGGY]    System.arraycopy(sumFreq,  0,  v,  0,  sumFreq.length);  [BUGGY]  return  getCumFreq(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	444	444	1	replace	    System.arraycopy(sumFreq,  0,  v,  0,  sumFreq.length);		non-compiled	[CE]  cannot  find  symbol  sumFreq	10	None	add
383	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]  return  getCount((  Comparable  <?>)v);  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	add	return  getCount((  Comparable  <?>)v);	return  getCumPct((Comparable<?>)  v);  	compilable	  [FE]  AssertionFailedError  testPcts	1	1
384	[BUG]  [BUGGY]  return  getCount((  Comparable  <?>)v);  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]  return  getCount((  Comparable  <?>)v);  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	return  getCount((  Comparable  <?>)v);	return  getCumPct((Comparable<?>)  v);  	compilable	  [FE]  AssertionFailedError  testPcts	1	1	replace
384	[BUG]  [BUGGY]  return  getCumPct((  Comparable  <?>)v).doubleValue();  [CE]  double  cannot  be  dereferenced  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]  return  getCumPct((  Comparable  <?>)v).doubleValue();  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	return  getCumPct((  Comparable  <?>)v).doubleValue();	return  getCumPct((Comparable<?>)  v);  	non-compiled	[CE]  double  cannot  be  dereferenced	1	None	replace
33	[BUG]  [BUGGY]    addValue(new  Long(v.longValue()));  [CE]  long  cannot  be  dereferenced  [CONTEXT]  public  void  addValue(long  v)  {  addValue(Long.valueOf(v));  [BUGGY]    addValue(new  Long(v.longValue()));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  long  v  [VARIABLES]  TreeMap  freqTable  long  serialVersionUID  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	178	178	1	replace	    addValue(new  Long(v.longValue()));		non-compiled	[CE]  long  cannot  be  dereferenced	14	None	add
92	[BUG]  [BUGGY]    result  +=  getCount(v);  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]    result  +=  getCount(v);  [BUGGY]  return  getCumPct((Comparable<?>)  v);  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	    result  +=  getCount(v);		non-compiled	[CE]  cannot  find  symbol  result	2	None	add
93	[BUG]  [BUGGY]    result  +=  getCount(v).doubleValue();  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]    result  +=  getCount(v).doubleValue();  [BUGGY]  return  getCumPct((Comparable<?>)  v);  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	    result  +=  getCount(v).doubleValue();		non-compiled	[CE]  cannot  find  symbol  result	2	None	add
94	[BUG]  [BUGGY]    Preconditions.checkArgument(v.getType()  ==  Token.TRY);  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]    Preconditions.checkArgument(v.getType()  ==  Token.TRY);  [BUGGY]  return  getCumPct((Comparable<?>)  v);  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	    Preconditions.checkArgument(v.getType()  ==  Token.TRY);		non-compiled	[CE]  cannot  find  symbol	2	None	add
95	[BUG]  [BUGGY]    Preconditions.checkArgument(v.getClass().isArray());  [CE]  cannot  find  symbol  Preconditions  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]    Preconditions.checkArgument(v.getClass().isArray());  [BUGGY]  return  getCumPct((Comparable<?>)  v);  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	    Preconditions.checkArgument(v.getClass().isArray());		non-compiled	[CE]  cannot  find  symbol  Preconditions	2	None	add
121	[BUG]  [BUGGY]  return  getCount();//  v  is  comparable,  but  greater  than  last  value  }  [CE]  illegal  start  of  expression  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]  return  getCount();//  v  is  comparable,  but  greater  than  last  value  }  [BUGGY]  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	return  getCount();//  v  is  comparable,  but  greater  than  last  value  }	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
122	[BUG]  [BUGGY]  return  getCumFreq();//  v  is  comparable,  but  greater  than  last  value  }  [CE]  illegal  start  of  expression  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]  return  getCumFreq();//  v  is  comparable,  but  greater  than  last  value  }  [BUGGY]  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	return  getCumFreq();//  v  is  comparable,  but  greater  than  last  value  }	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
123	[BUG]  [BUGGY]  return  getCount();//  v  is  comparable,  but  greater  than  last  value  {  [CE]  illegal  start  of  expression  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]  return  getCount();//  v  is  comparable,  but  greater  than  last  value  {  [BUGGY]  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	return  getCount();//  v  is  comparable,  but  greater  than  last  value  {	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
124	[BUG]  [BUGGY]  return  getCount();//  v  is  comparable,  but  greater  than  the  last  value  }  [CE]  illegal  start  of  expression  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]  return  getCount();//  v  is  comparable,  but  greater  than  the  last  value  }  [BUGGY]  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	return  getCount();//  v  is  comparable,  but  greater  than  the  last  value  }	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
181	[BUG]  [BUGGY]    result  +=  Math.max(v,  sumFreq);  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    result  +=  Math.max(v,  sumFreq);  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    result  +=  Math.max(v,  sumFreq);		non-compiled	[CE]  cannot  find  symbol  result	4	None	add
182	[BUG]  [BUGGY]    result  +=  getSumFreq();  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    result  +=  getSumFreq();  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    result  +=  getSumFreq();		non-compiled	[CE]  cannot  find  symbol  result	4	None	add
183	[BUG]  [BUGGY]    result  +=  Math.pow(v,  Math.sqrt(getResult()));  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    result  +=  Math.pow(v,  Math.sqrt(getResult()));  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    result  +=  Math.pow(v,  Math.sqrt(getResult()));		non-compiled	[CE]  cannot  find  symbol  result	4	None	add
184	[BUG]  [BUGGY]    result  =  Math.max(result,  getMean());  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    result  =  Math.max(result,  getMean());  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    result  =  Math.max(result,  getMean());		non-compiled	[CE]  cannot  find  symbol  result	4	None	add
185	[BUG]  [BUGGY]    result  =  Math.max(result,  getMean(),  v);  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    result  =  Math.max(result,  getMean(),  v);  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    result  =  Math.max(result,  getMean(),  v);		non-compiled	[CE]  cannot  find  symbol  result	4	None	add
211	[BUG]  [BUGGY]    result  =  Math.max(result,  getSumFreq());  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]    result  =  Math.max(result,  getSumFreq());  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	    result  =  Math.max(result,  getSumFreq());		non-compiled	[CE]  cannot  find  symbol  result	6	None	add
212	[BUG]  [BUGGY]    result  =  Math.max(result,  getMean());  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]    result  =  Math.max(result,  getMean());  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	    result  =  Math.max(result,  getMean());		non-compiled	[CE]  cannot  find  symbol  result	6	None	add
213	[BUG]  [BUGGY]    result  =  Math.max(result,  getSumFreq(),  v);  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]    result  =  Math.max(result,  getSumFreq(),  v);  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	    result  =  Math.max(result,  getSumFreq(),  v);		non-compiled	[CE]  cannot  find  symbol  result	6	None	add
214	[BUG]  [BUGGY]    result  +=  Math.pow(v  /  getSumFreq());  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]    result  +=  Math.pow(v  /  getSumFreq());  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	    result  +=  Math.pow(v  /  getSumFreq());		non-compiled	[CE]  cannot  find  symbol  result	6	None	add
215	[BUG]  [BUGGY]    result  +=  Math.pow(v,  Math.sqrt(variable));  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]    result  +=  Math.pow(v,  Math.sqrt(variable));  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	    result  +=  Math.pow(v,  Math.sqrt(variable));		non-compiled	[CE]  cannot  find  symbol  result	6	None	add
243	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]  return  getPct(new  Long(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	add	return  getPct(new  Long(v));	return  getPct(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	3	1
244	[BUG]  [BUGGY]  return  getPct(new  Long(v));  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]  return  getPct(new  Long(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	return  getPct(new  Long(v));	return  getPct(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	3	1	replace
244	[BUG]  [BUGGY]  return  getPct(Long.getValue(v));  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]  return  getPct(Long.getValue(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	return  getPct(Long.getValue(v));	return  getPct(Long.valueOf(v));  	non-compiled	[CE]  cannot  find  symbol	3	None	replace
271	[BUG]  [BUGGY]    freqTable.put((  Integer)v).longValue();  [CE]  no  suitable  method  found  for  put(Integer)  [CONTEXT]  public  long  getCumFreq(Comparable<?>  v)  {  if  (getSumFreq()  ==  0)  {  return  0;  }  if  (v  instanceof  Integer)  {  [BUGGY]    freqTable.put((  Integer)v).longValue();  [BUGGY]  return  getCumFreq(((Integer)  v).longValue());  }  Comparator<Comparable<?>>  c  =  (Comparator<Comparable<?>>)  freqTable.comparator();  if  (c  ==  null)  {  c  =  new  NaturalComparator();  }  long  result  =  0;  try  {  Long  value  =  freqTable.get(v);  if  (value  !=  null)  {  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	386	386	1	replace	    freqTable.put((  Integer)v).longValue();		non-compiled	[CE]  no  suitable  method  found  for  put(Integer)	8	None	add
272	[BUG]  [BUGGY]    return  getCount((  Integer)v).longValue();  [CE]  long  cannot  be  dereferenced  [CONTEXT]  public  long  getCumFreq(Comparable<?>  v)  {  if  (getSumFreq()  ==  0)  {  return  0;  }  if  (v  instanceof  Integer)  {  [BUGGY]    return  getCount((  Integer)v).longValue();  [BUGGY]  return  getCumFreq(((Integer)  v).longValue());  }  Comparator<Comparable<?>>  c  =  (Comparator<Comparable<?>>)  freqTable.comparator();  if  (c  ==  null)  {  c  =  new  NaturalComparator();  }  long  result  =  0;  try  {  Long  value  =  freqTable.get(v);  if  (value  !=  null)  {  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	386	386	1	replace	    return  getCount((  Integer)v).longValue();		non-compiled	[CE]  long  cannot  be  dereferenced	8	None	add
275	[BUG]  [BUGGY]    freqTable.put(((Integer)v).longValue(),  1);  [CE]  no  suitable  method  found  for  put(long,int)  [CONTEXT]  public  long  getCumFreq(Comparable<?>  v)  {  if  (getSumFreq()  ==  0)  {  return  0;  }  if  (v  instanceof  Integer)  {  [BUGGY]    freqTable.put(((Integer)v).longValue(),  1);  [BUGGY]  return  getCumFreq(((Integer)  v).longValue());  }  Comparator<Comparable<?>>  c  =  (Comparator<Comparable<?>>)  freqTable.comparator();  if  (c  ==  null)  {  c  =  new  NaturalComparator();  }  long  result  =  0;  try  {  Long  value  =  freqTable.get(v);  if  (value  !=  null)  {  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5773502691896258	386	386	1	replace	    freqTable.put(((Integer)v).longValue(),  1);		non-compiled	[CE]  no  suitable  method  found  for  put(long,int)	8	None	add
302	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  void  addValue(long  v)  {  [BUGGY]  addValue(new  Long(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  addValue  [RETURN_TYPE]  void  long  v  [VARIABLES]  TreeMap  freqTable  long  serialVersionUID  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	177	177	1	add	addValue(new  Long(v));	addValue(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	11	1
