projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,ref,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,DEFAULT_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,ref,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,ref,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(name,n,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430author.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,parent,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,UNKNOWN_EXPR_TYPE));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,UNKNOWN_EXTERNS_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref,parent));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(alias,n,parent,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,ref.node,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(sourceName,ref,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n,parent.getFirstChild(),alias,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref.node,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,UNKNOWN_EXTERN_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(name,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(parser,n,NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(compiler,n,NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(parser,n,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getLastChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430JSError.make(nameMap,alias,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(compiler,n,UNKNOWN_SYNTHETIC_ERROR,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(sourceName,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,parent,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,parent,UNSAFE_THIS,originalName));
