131	[BUG]  [BUGGY]    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  0)  {  nextAction  =  EventHandler.CONTINUE;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;    [BUGGY]    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  0)  {  nextAction  =  EventHandler.CONTINUE;  }  [BUGGY]  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	102	102	1	replace	    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  0)  {  nextAction  =  EventHandler.CONTINUE;  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
133	[BUG]  [BUGGY]    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  null)  {  nextAction  =  EventHandler.CONTINUE;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;    [BUGGY]    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  null)  {  nextAction  =  EventHandler.CONTINUE;  }  [BUGGY]  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	102	102	1	replace	    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  null)  {  nextAction  =  EventHandler.CONTINUE;  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
134	[BUG]  [BUGGY]    if(convergence  >  maxCheckInterval)  {  if(previousEventTime  ==  0)  {  nextAction  =  EventHandler.CONTINUE;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;    [BUGGY]    if(convergence  >  maxCheckInterval)  {  if(previousEventTime  ==  0)  {  nextAction  =  EventHandler.CONTINUE;  }  [BUGGY]  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	102	102	1	replace	    if(convergence  >  maxCheckInterval)  {  if(previousEventTime  ==  0)  {  nextAction  =  EventHandler.CONTINUE;  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
135	[BUG]  [BUGGY]    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  0)  {  nextAction  =  EventHandler.END;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;    [BUGGY]    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  0)  {  nextAction  =  EventHandler.END;  }  [BUGGY]  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	102	102	1	replace	    if(convergence  >  maxCheckInterval)  {  if(previousEventTime!=  0)  {  nextAction  =  EventHandler.END;  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
142	[BUG]  [BUGGY]  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]  g0Positive=  false;  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	add	g0Positive=  false;	g0Positive=  true;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	15	1
143	[BUG]  [BUGGY]  g0Positive=  false;  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]  g0Positive=  false;  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	g0Positive=  false;	g0Positive=  true;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	15	1	replace
143	[BUG]  [BUGGY]  if(g0Positive=  true;  [CE]  ')'  expected  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]  if(g0Positive=  true;  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	if(g0Positive=  true;	g0Positive=  true;  	non-compiled	[CE]  ')'  expected	15	None	replace
144	[BUG]  [BUGGY]  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]  if(g0Positive=  true);  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	add	if(g0Positive=  true);	g0Positive=  true;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	15	1
145	[BUG]  [BUGGY]  if(g0Positive=  true);  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  public  EventState(final  EventHandler  handler,  final  double  maxCheckInterval,  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  [BUGGY]  if(g0Positive=  true);  [BUGGY]  pendingEvent=  false;  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	104	104	1	replace	if(g0Positive=  true);	g0Positive=  true;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	15	1	replace
153	[BUG]  [BUGGY]  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]  pendingEvent=  true;  [BUGGY]  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	add	pendingEvent=  true;	pendingEvent=  false;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	17	1
154	[BUG]  [BUGGY]  pendingEvent=  true;  [FE]  MathRuntimeException$4  closeEvents  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]  pendingEvent=  true;  [BUGGY]  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	pendingEvent=  true;	pendingEvent=  false;  	compilable	  [FE]  MathRuntimeException$4  closeEvents	17	1	replace
154	[BUG]  [BUGGY]  pendingEvent=  failed;  [CE]  cannot  find  symbol  failed  [CONTEXT]  final  double  convergence,  final  int  maxIterationCount)  {  this.handler  =  handler;  this.maxCheckInterval=  maxCheckInterval;  this.convergence  =  Math.abs(convergence);  this.maxIterationCount  =  maxIterationCount;  t0=  Double.NaN;  g0=  Double.NaN;  g0Positive=  true;  [BUGGY]  pendingEvent=  failed;  [BUGGY]  pendingEventTime=  Double.NaN;  previousEventTime  =  Double.NaN;  increasing=  true;  nextAction=  EventHandler.CONTINUE;  }  [CLASS]  EventState  1  [METHOD]  <init>  [RETURN_TYPE]  EventHandler,double,double,int)  EventHandler  handler  final  double  maxCheckInterval  final  double  convergence  final  int  maxIterationCount  [VARIABLES]  EventHandler  handler  boolean  forward  g0Positive  increasing  pendingEvent  double  convergence  g0  maxCheckInterval  pendingEventTime  previousEventTime  t0  int  maxIterationCount  nextAction  	projects/Math78/src/main/java/org/apache/commons/math/ode/events/EventState.java	1.0	105	105	1	replace	pendingEvent=  failed;	pendingEvent=  false;  	non-compiled	[CE]  cannot  find  symbol  failed	17	None	replace
